cause,sex,age,year,deaths
046-049  V.Mental and behaviour disorders,Males,75,1992,432.2739595719382
046-049  V.Mental and behaviour disorders,Males,75,1991,384.3444214795461
046-049  V.Mental and behaviour disorders,Males,75,1990,338.40044332339676
046-049  V.Mental and behaviour disorders,Males,75,1989,295.3060165975104
046-049  V.Mental and behaviour disorders,Males,75,1988,263.2441685041198
046-049  V.Mental and behaviour disorders,Males,75,1987,222.22556567275
046-049  V.Mental and behaviour disorders,Males,75,1986,196.2266070602744
046-049  V.Mental and behaviour disorders,Males,75,1985,157.11164757841155
046-049  V.Mental and behaviour disorders,Males,75,1984,117.08253644771908
046-049  V.Mental and behaviour disorders,Males,75,1983,107.04172841432026
046-049  V.Mental and behaviour disorders,Males,75,1982,68.02262424620503
046-049  V.Mental and behaviour disorders,Males,75,1981,66.0402095771902
046-049  V.Mental and behaviour disorders,Males,75,1980,55.0297544735747
046-049  V.Mental and behaviour disorders,Males,80,2021,1091.8041958041958
046-049  V.Mental and behaviour disorders,Males,80,2020,1193.4698314448679
046-049  V.Mental and behaviour disorders,Males,80,2019,1475.2572931753023
046-049  V.Mental and behaviour disorders,Males,80,2018,1421.244019138756
046-049  V.Mental and behaviour disorders,Males,80,2017,1503.618811364111
046-049  V.Mental and behaviour disorders,Males,80,2016,1428.107873494773
046-049  V.Mental and behaviour disorders,Males,80,2015,1555.799682994943
046-049  V.Mental and behaviour disorders,Males,80,2014,1355.8497824101435
046-049  V.Mental and behaviour disorders,Males,80,2013,1266.1048525010688
046-049  V.Mental and behaviour disorders,Males,80,2012,1282.5252446590348
046-049  V.Mental and behaviour disorders,Males,80,2011,1226.0607911733046
046-049  V.Mental and behaviour disorders,Males,80,2010,1215.8578708015998
046-049  V.Mental and behaviour disorders,Males,80,2009,1158.752762010245
046-049  V.Mental and behaviour disorders,Males,80,2008,1035.6025914338713
046-049  V.Mental and behaviour disorders,Males,80,2007,1043.3408012723833
046-049  V.Mental and behaviour disorders,Males,80,2006,981.4970870409553
046-049  V.Mental and behaviour disorders,Males,80,2005,956.9585400327023
046-049  V.Mental and behaviour disorders,Males,80,2004,931.1333392979631
046-049  V.Mental and behaviour disorders,Males,80,2003,935.207614136205
046-049  V.Mental and behaviour disorders,Males,80,2002,833.8792267322128
046-049  V.Mental and behaviour disorders,Males,80,2001,834.696295237755
046-049  V.Mental and behaviour disorders,Males,80,2000,806.6985008328706
046-049  V.Mental and behaviour disorders,Males,80,1999,850.3973308526245
046-049  V.Mental and behaviour disorders,Males,80,1998,875.4898988067172
046-049  V.Mental and behaviour disorders,Males,80,1997,871.8219213941139
046-049  V.Mental and behaviour disorders,Males,80,1996,837.4020572450805
046-049  V.Mental and behaviour disorders,Males,80,1995,775.0596854764108
046-049  V.Mental and behaviour disorders,Males,80,1994,797.8161957140148
046-049  V.Mental and behaviour disorders,Males,80,1993,627.7956852791879
046-049  V.Mental and behaviour disorders,Males,80,1992,593.6845993996767
046-049  V.Mental and behaviour disorders,Males,80,1991,595.7507329201767
046-049  V.Mental and behaviour disorders,Males,80,1990,505.65599449835713
046-049  V.Mental and behaviour disorders,Males,80,1989,455.4621454801156
046-049  V.Mental and behaviour disorders,Males,80,1988,310.3512179331553
046-049  V.Mental and behaviour disorders,Males,80,1987,256.2667444671362
046-049  V.Mental and behaviour disorders,Males,80,1986,208.19558898957087
046-049  V.Mental and behaviour disorders,Males,80,1985,173.08714999370304
046-049  V.Mental and behaviour disorders,Males,80,1984,116.09954832881662
046-049  V.Mental and behaviour disorders,Males,80,1983,88.0402764428578
046-049  V.Mental and behaviour disorders,Males,80,1982,55.016672561006416
046-049  V.Mental and behaviour disorders,Males,80,1981,56.02864743196235
046-049  V.Mental and behaviour disorders,Males,80,1980,45.011938239507614
046-049  V.Mental and behaviour disorders,Males,85,2021,2063.5203335351935
046-049  V.Mental and behaviour disorders,Males,85,2020,2039.4262339111212
046-049  V.Mental and behaviour disorders,Males,85,2019,2305.654933583991
046-049  V.Mental and behaviour disorders,Males,85,2018,2297.7796993220004
046-049  V.Mental and behaviour disorders,Males,85,2017,2257.438080803061
046-049  V.Mental and behaviour disorders,Males,85,2016,2112.4127568311796
046-049  V.Mental and behaviour disorders,Males,85,2015,2099.5748691099475
046-049  V.Mental and behaviour disorders,Males,85,2014,1863.6515099223468
046-049  V.Mental and behaviour disorders,Males,85,2013,1637.7985660133409
046-049  V.Mental and behaviour disorders,Males,85,2012,1627.0002865986473
046-049  V.Mental and behaviour disorders,Males,85,2011,1499.858274485723
046-049  V.Mental and behaviour disorders,Males,85,2010,1402.163912375096
046-049  V.Mental and behaviour disorders,Males,85,2009,1322.4848084544253
046-049  V.Mental and behaviour disorders,Males,85,2008,1088.7158606600683
046-049  V.Mental and behaviour disorders,Males,85,2007,1028.389574861368
046-049  V.Mental and behaviour disorders,Males,85,2006,994.6995423246609
046-049  V.Mental and behaviour disorders,Males,85,2005,904.1949142231415
046-049  V.Mental and behaviour disorders,Males,85,2004,866.716387930658
046-049  V.Mental and behaviour disorders,Males,85,2003,974.7158763918428
046-049  V.Mental and behaviour disorders,Males,85,2002,911.8481657165238
046-049  V.Mental and behaviour disorders,Males,85,2001,941.5713528554393
046-049  V.Mental and behaviour disorders,Males,85,2000,958.2093743090869
046-049  V.Mental and behaviour disorders,Males,85,1999,930.5663286683986
046-049  V.Mental and behaviour disorders,Males,85,1998,1029.7800384212364
046-049  V.Mental and behaviour disorders,Males,85,1997,920.800729095466
046-049  V.Mental and behaviour disorders,Males,85,1996,885.9316565158771
046-049  V.Mental and behaviour disorders,Males,85,1995,821.2575481644781
046-049  V.Mental and behaviour disorders,Males,85,1994,687.1428715670436
046-049  V.Mental and behaviour disorders,Males,85,1993,632.2015954709212
046-049  V.Mental and behaviour disorders,Males,85,1992,539.798168156639
046-049  V.Mental and behaviour disorders,Males,85,1991,454.74361214238917
046-049  V.Mental and behaviour disorders,Males,85,1990,409.88992412407947
046-049  V.Mental and behaviour disorders,Males,85,1989,337.49849121353765
046-049  V.Mental and behaviour disorders,Males,85,1988,236.32545602707955
046-049  V.Mental and behaviour disorders,Males,85,1987,174.26598110061144
046-049  V.Mental and behaviour disorders,Males,85,1986,159.2595641990205
046-049  V.Mental and behaviour disorders,Males,85,1985,117.06727037516171
046-049  V.Mental and behaviour disorders,Males,85,1984,89.04993187464936
046-049  V.Mental and behaviour disorders,Males,85,1983,64.02508623392913
046-049  V.Mental and behaviour disorders,Males,85,1982,38.00973443770814
046-049  V.Mental and behaviour disorders,Males,85,1981,21.016272061988808
046-049  V.Mental and behaviour disorders,Males,85,1980,20.01268575570859
046-049  V.Mental and behaviour disorders,Males,90,2021,1783.783760236975
046-049  V.Mental and behaviour disorders,Males,90,2020,1739.0428870957494
046-049  V.Mental and behaviour disorders,Males,90,2019,1882.5604185374614
046-049  V.Mental and behaviour disorders,Males,90,2018,1783.7815507393789
046-049  V.Mental and behaviour disorders,Males,90,2017,1715.0507102675138
046-049  V.Mental and behaviour disorders,Males,90,2016,1645.7317336792046
046-049  V.Mental and behaviour disorders,Males,90,2015,1618.5175202156333
046-049  V.Mental and behaviour disorders,Males,90,2014,1325.6832526053133
046-049  V.Mental and behaviour disorders,Males,90,2013,1170.738810014089
046-049  V.Mental and behaviour disorders,Males,90,2012,1068.3005370688222
046-049  V.Mental and behaviour disorders,Males,90,2011,867
046-049  V.Mental and behaviour disorders,Males,90,2010,802.4712913840575
046-049  V.Mental and behaviour disorders,Males,90,2009,788.163532239819
046-049  V.Mental and behaviour disorders,Males,90,2008,706.6874027993779
046-049  V.Mental and behaviour disorders,Males,90,2007,657.3007168458781
046-049  V.Mental and behaviour disorders,Males,90,2006,654.315306650884
046-049  V.Mental and behaviour disorders,Males,90,2005,665.9969864389753
046-049  V.Mental and behaviour disorders,Males,90,2004,670.0067592940293
046-049  V.Mental and behaviour disorders,Males,90,2003,716.8147174770039
046-049  V.Mental and behaviour disorders,Males,90,2002,633.0496751703375
046-049  V.Mental and behaviour disorders,Males,90,2001,596.8849193282845
046-049  V.Mental and behaviour disorders,Males,90,2000,584.8285157243367
046-049  V.Mental and behaviour disorders,Males,90,1999,585.0394802598701
046-049  V.Mental and behaviour disorders,Males,90,1998,601.7217569493941
046-049  V.Mental and behaviour disorders,Males,90,1997,477.37030995106034
046-049  V.Mental and behaviour disorders,Males,90,1996,471.9831030712653
046-049  V.Mental and behaviour disorders,Males,90,1995,410.120784148398
046-049  V.Mental and behaviour disorders,Males,90,1994,338.64576309282984
046-049  V.Mental and behaviour disorders,Males,90,1993,273.68007117437725
046-049  V.Mental and behaviour disorders,Males,90,1992,229.45418484728282
046-049  V.Mental and behaviour disorders,Males,90,1991,209.45091693635382
046-049  V.Mental and behaviour disorders,Males,90,1990,171.31213142375736
046-049  V.Mental and behaviour disorders,Males,90,1989,128.22816399286987
046-049  V.Mental and behaviour disorders,Males,90,1988,111.23831544178366
046-049  V.Mental and behaviour disorders,Males,90,1987,82.16420899326415
046-049  V.Mental and behaviour disorders,Males,90,1986,49.0448800146547
046-049  V.Mental and behaviour disorders,Males,90,1985,50.06437373551591
046-049  V.Mental and behaviour disorders,Males,90,1984,32.038178564326905
046-049  V.Mental and behaviour disorders,Males,90,1983,25.025688450472668
046-049  V.Mental and behaviour disorders,Males,90,1982,9.002094484524086
046-049  V.Mental and behaviour disorders,Males,90,1981,13.005857175039424
046-049  V.Mental and behaviour disorders,Males,90,1980,14.013154803852478
046-049  V.Mental and behaviour disorders,Males,95,2021,727.9290628936913
046-049  V.Mental and behaviour disorders,Males,95,2020,680.164120079094
046-049  V.Mental and behaviour disorders,Males,95,2019,745.894590382903
046-049  V.Mental and behaviour disorders,Males,95,2018,703.0112475611156
046-049  V.Mental and behaviour disorders,Males,95,2017,636.1078924757579
046-049  V.Mental and behaviour disorders,Males,95,2016,603.25574753677
046-049  V.Mental and behaviour disorders,Males,95,2015,507.94587665574704
046-049  V.Mental and behaviour disorders,Males,95,2014,422.4823943661972
046-049  V.Mental and behaviour disorders,Males,95,2013,374.55686956521737
046-049  V.Mental and behaviour disorders,Males,95,2012,436.91786414108424
046-049  V.Mental and behaviour disorders,Males,95,2011,340.3139534883721
046-049  V.Mental and behaviour disorders,Males,95,2010,315.37618699780865
046-049  V.Mental and behaviour disorders,Males,95,2009,285.09694862881423
046-049  V.Mental and behaviour disorders,Males,95,2008,242.60886394426166
046-049  V.Mental and behaviour disorders,Males,95,2007,245.99837000814995
046-049  V.Mental and behaviour disorders,Males,95,2006,219.15624309392265
046-049  V.Mental and behaviour disorders,Males,95,2005,218.52300981461286
046-049  V.Mental and behaviour disorders,Males,95,2004,209.78867924528302
046-049  V.Mental and behaviour disorders,Males,95,2003,212.62693357597817
046-049  V.Mental and behaviour disorders,Males,95,2002,194.976941425921
046-049  V.Mental and behaviour disorders,Males,95,2001,145.76847977684798
046-049  V.Mental and behaviour disorders,Males,95,2000,158.8335287221571
046-049  V.Mental and behaviour disorders,Males,95,1999,187.613480465255
046-049  V.Mental and behaviour disorders,Males,95,1998,139.5655712050078
046-049  V.Mental and behaviour disorders,Males,95,1997,130.67520775623268
046-049  V.Mental and behaviour disorders,Males,95,1996,111.29442970822281
046-049  V.Mental and behaviour disorders,Males,95,1995,82.36012296881862
046-049  V.Mental and behaviour disorders,Males,95,1994,72.16129032258064
046-049  V.Mental and behaviour disorders,Males,95,1993,73.21704658077304
046-049  V.Mental and behaviour disorders,Males,95,1992,49.02564102564103
046-049  V.Mental and behaviour disorders,Males,95,1991,41.124683223517486
046-049  V.Mental and behaviour disorders,Males,95,1990,41.11357340720222
046-049  V.Mental and behaviour disorders,Males,95,1989,29.054545454545455
046-049  V.Mental and behaviour disorders,Males,95,1988,17.032055311125077
046-049  V.Mental and behaviour disorders,Males,95,1987,18.037087912087912
046-049  V.Mental and behaviour disorders,Males,95,1986,14.020071684587814
046-049  V.Mental and behaviour disorders,Males,95,1985,14.029766123316797
046-049  V.Mental and behaviour disorders,Males,95,1984,7.0278662420382165
046-049  V.Mental and behaviour disorders,Males,95,1983,3.0049464138499586
046-049  V.Mental and behaviour disorders,Males,95,1982,5.004416961130742
046-049  V.Mental and behaviour disorders,Males,95,1981,5
046-049  V.Mental and behaviour disorders,Males,95,1980,3
046-049  V.Mental and behaviour disorders,Females,0,2021,0
046-049  V.Mental and behaviour disorders,Females,0,2020,0
046-049  V.Mental and behaviour disorders,Females,0,2019,0
046-049  V.Mental and behaviour disorders,Females,0,2018,0
046-049  V.Mental and behaviour disorders,Females,0,2017,0
046-049  V.Mental and behaviour disorders,Females,0,2016,0
046-049  V.Mental and behaviour disorders,Females,0,2015,0
046-049  V.Mental and behaviour disorders,Females,0,2014,0
046-049  V.Mental and behaviour disorders,Females,0,2013,0
046-049  V.Mental and behaviour disorders,Females,0,2012,0
046-049  V.Mental and behaviour disorders,Females,0,2011,0
046-049  V.Mental and behaviour disorders,Females,0,2010,0
046-049  V.Mental and behaviour disorders,Females,0,2009,0
046-049  V.Mental and behaviour disorders,Females,0,2008,0
046-049  V.Mental and behaviour disorders,Females,0,2007,0
046-049  V.Mental and behaviour disorders,Females,0,2006,0
046-049  V.Mental and behaviour disorders,Females,0,2005,0
046-049  V.Mental and behaviour disorders,Females,0,2004,0
046-049  V.Mental and behaviour disorders,Females,0,2003,0
046-049  V.Mental and behaviour disorders,Females,0,2002,0
046-049  V.Mental and behaviour disorders,Females,0,2001,0
046-049  V.Mental and behaviour disorders,Females,0,2000,0
046-049  V.Mental and behaviour disorders,Females,0,1999,0
046-049  V.Mental and behaviour disorders,Females,0,1998,0
046-049  V.Mental and behaviour disorders,Females,0,1997,0
046-049  V.Mental and behaviour disorders,Females,0,1996,0
046-049  V.Mental and behaviour disorders,Females,0,1995,0
046-049  V.Mental and behaviour disorders,Females,0,1994,0
046-049  V.Mental and behaviour disorders,Females,0,1993,0
046-049  V.Mental and behaviour disorders,Females,0,1992,0
046-049  V.Mental and behaviour disorders,Females,0,1991,0
046-049  V.Mental and behaviour disorders,Females,0,1990,0
046-049  V.Mental and behaviour disorders,Females,0,1989,0
046-049  V.Mental and behaviour disorders,Females,0,1988,0
046-049  V.Mental and behaviour disorders,Females,0,1987,0
046-049  V.Mental and behaviour disorders,Females,0,1986,0
046-049  V.Mental and behaviour disorders,Females,0,1985,0
046-049  V.Mental and behaviour disorders,Females,0,1984,0
046-049  V.Mental and behaviour disorders,Females,0,1983,1.8007843137254902
046-049  V.Mental and behaviour disorders,Females,0,1982,0
046-049  V.Mental and behaviour disorders,Females,0,1981,0
046-049  V.Mental and behaviour disorders,Females,0,1980,3.5453446191051996
046-049  V.Mental and behaviour disorders,Females,1,2021,1.0119047619047619
046-049  V.Mental and behaviour disorders,Females,1,2020,0
046-049  V.Mental and behaviour disorders,Females,1,2019,0
046-049  V.Mental and behaviour disorders,Females,1,2018,0
046-049  V.Mental and behaviour disorders,Females,1,2017,0
046-049  V.Mental and behaviour disorders,Females,1,2016,0
046-049  V.Mental and behaviour disorders,Females,1,2015,0
046-049  V.Mental and behaviour disorders,Females,1,2014,0
046-049  V.Mental and behaviour disorders,Females,1,2013,0
046-049  V.Mental and behaviour disorders,Females,1,2012,1.0287769784172662
046-049  V.Mental and behaviour disorders,Females,1,2011,0
046-049  V.Mental and behaviour disorders,Females,1,2010,0
046-049  V.Mental and behaviour disorders,Females,1,2009,0
046-049  V.Mental and behaviour disorders,Females,1,2008,0
046-049  V.Mental and behaviour disorders,Females,1,2007,0
046-049  V.Mental and behaviour disorders,Females,1,2006,0
046-049  V.Mental and behaviour disorders,Females,1,2005,0
046-049  V.Mental and behaviour disorders,Females,1,2004,0
046-049  V.Mental and behaviour disorders,Females,1,2003,1.0051020408163265
046-049  V.Mental and behaviour disorders,Females,1,2002,0
046-049  V.Mental and behaviour disorders,Females,1,2001,0
046-049  V.Mental and behaviour disorders,Females,1,2000,0
046-049  V.Mental and behaviour disorders,Females,1,1999,0
046-049  V.Mental and behaviour disorders,Females,1,1998,0
046-049  V.Mental and behaviour disorders,Females,1,1997,0
046-049  V.Mental and behaviour disorders,Females,1,1996,0
046-049  V.Mental and behaviour disorders,Females,1,1995,0
046-049  V.Mental and behaviour disorders,Females,1,1994,0
046-049  V.Mental and behaviour disorders,Females,1,1993,0
046-049  V.Mental and behaviour disorders,Females,1,1992,0
046-049  V.Mental and behaviour disorders,Females,1,1991,1.0035211267605635
046-049  V.Mental and behaviour disorders,Females,1,1990,0
046-049  V.Mental and behaviour disorders,Females,1,1989,0
046-049  V.Mental and behaviour disorders,Females,1,1988,0
046-049  V.Mental and behaviour disorders,Females,1,1987,0
046-049  V.Mental and behaviour disorders,Females,1,1986,0
046-049  V.Mental and behaviour disorders,Females,1,1985,0
046-049  V.Mental and behaviour disorders,Females,1,1984,0
046-049  V.Mental and behaviour disorders,Females,1,1983,1
046-049  V.Mental and behaviour disorders,Females,1,1982,0
046-049  V.Mental and behaviour disorders,Females,1,1981,1
046-049  V.Mental and behaviour disorders,Females,1,1980,1
046-049  V.Mental and behaviour disorders,Females,5,2021,0
046-049  V.Mental and behaviour disorders,Females,5,2020,0
046-049  V.Mental and behaviour disorders,Females,5,2019,0
046-049  V.Mental and behaviour disorders,Females,5,2018,0
046-049  V.Mental and behaviour disorders,Females,5,2017,2
046-049  V.Mental and behaviour disorders,Females,5,2016,1.0285714285714285
046-049  V.Mental and behaviour disorders,Females,5,2015,1.0119047619047619
046-049  V.Mental and behaviour disorders,Females,5,2014,0
046-049  V.Mental and behaviour disorders,Females,5,2013,0
046-049  V.Mental and behaviour disorders,Females,5,2012,1.0103092783505154
046-049  V.Mental and behaviour disorders,Females,5,2011,0
046-049  V.Mental and behaviour disorders,Females,5,2010,0
046-049  V.Mental and behaviour disorders,Females,5,2009,0
046-049  V.Mental and behaviour disorders,Females,5,2008,0
046-049  V.Mental and behaviour disorders,Females,5,2007,0
046-049  V.Mental and behaviour disorders,Females,5,2006,0
046-049  V.Mental and behaviour disorders,Females,5,2005,0
046-049  V.Mental and behaviour disorders,Females,5,2004,0
046-049  V.Mental and behaviour disorders,Females,5,2003,0
046-049  V.Mental and behaviour disorders,Females,5,2002,0
046-049  V.Mental and behaviour disorders,Females,5,2001,0
046-049  V.Mental and behaviour disorders,Females,5,2000,0
046-049  V.Mental and behaviour disorders,Females,5,1999,2
046-049  V.Mental and behaviour disorders,Females,5,1998,0
046-049  V.Mental and behaviour disorders,Females,5,1997,1.0136986301369864
046-049  V.Mental and behaviour disorders,Females,5,1996,1.0067114093959733
046-049  V.Mental and behaviour disorders,Females,5,1995,1.0066666666666666
046-049  V.Mental and behaviour disorders,Females,5,1994,0
046-049  V.Mental and behaviour disorders,Females,5,1993,0
046-049  V.Mental and behaviour disorders,Females,5,1992,0
046-049  V.Mental and behaviour disorders,Females,5,1991,1.0050761421319796
046-049  V.Mental and behaviour disorders,Females,5,1990,1.0043290043290043
046-049  V.Mental and behaviour disorders,Females,5,1989,0
046-049  V.Mental and behaviour disorders,Females,5,1988,1.00418410041841
046-049  V.Mental and behaviour disorders,Females,5,1987,1
046-049  V.Mental and behaviour disorders,Females,5,1986,1
046-049  V.Mental and behaviour disorders,Females,5,1985,0
046-049  V.Mental and behaviour disorders,Females,5,1984,0
046-049  V.Mental and behaviour disorders,Females,5,1983,2
046-049  V.Mental and behaviour disorders,Females,5,1982,1
046-049  V.Mental and behaviour disorders,Females,5,1981,0
046-049  V.Mental and behaviour disorders,Females,5,1980,2
046-049  V.Mental and behaviour disorders,Females,10,2021,0
046-049  V.Mental and behaviour disorders,Females,10,2020,0
046-049  V.Mental and behaviour disorders,Females,10,2019,0
046-049  V.Mental and behaviour disorders,Females,10,2018,0
046-049  V.Mental and behaviour disorders,Females,10,2017,0
046-049  V.Mental and behaviour disorders,Females,10,2016,2.027027027027027
046-049  V.Mental and behaviour disorders,Females,10,2015,1
046-049  V.Mental and behaviour disorders,Females,10,2014,1
046-049  V.Mental and behaviour disorders,Females,10,2013,1
046-049  V.Mental and behaviour disorders,Females,10,2012,0
046-049  V.Mental and behaviour disorders,Females,10,2011,3.0288461538461537
046-049  V.Mental and behaviour disorders,Females,10,2010,0
046-049  V.Mental and behaviour disorders,Females,10,2009,0
046-049  V.Mental and behaviour disorders,Females,10,2008,2
046-049  V.Mental and behaviour disorders,Females,10,2007,0
046-049  V.Mental and behaviour disorders,Females,10,2006,1.0092592592592593
046-049  V.Mental and behaviour disorders,Females,10,2005,1.0294117647058822
046-049  V.Mental and behaviour disorders,Females,10,2004,0
046-049  V.Mental and behaviour disorders,Females,10,2003,1
046-049  V.Mental and behaviour disorders,Females,10,2002,1.0082644628099173
046-049  V.Mental and behaviour disorders,Females,10,2001,0
046-049  V.Mental and behaviour disorders,Females,10,2000,0
046-049  V.Mental and behaviour disorders,Females,10,1999,0
046-049  V.Mental and behaviour disorders,Females,10,1998,2.025
046-049  V.Mental and behaviour disorders,Females,10,1997,0
046-049  V.Mental and behaviour disorders,Females,10,1996,0
046-049  V.Mental and behaviour disorders,Females,10,1995,0
046-049  V.Mental and behaviour disorders,Females,10,1994,0
046-049  V.Mental and behaviour disorders,Females,10,1993,0
046-049  V.Mental and behaviour disorders,Females,10,1992,0
046-049  V.Mental and behaviour disorders,Females,10,1991,0
046-049  V.Mental and behaviour disorders,Females,10,1990,4.039344262295082
046-049  V.Mental and behaviour disorders,Females,10,1989,1
046-049  V.Mental and behaviour disorders,Females,10,1988,2
046-049  V.Mental and behaviour disorders,Females,10,1987,1.003690036900369
046-049  V.Mental and behaviour disorders,Females,10,1986,0
046-049  V.Mental and behaviour disorders,Females,10,1985,4
046-049  V.Mental and behaviour disorders,Females,10,1984,3
046-049  V.Mental and behaviour disorders,Females,10,1983,1
046-049  V.Mental and behaviour disorders,Females,10,1982,1
046-049  V.Mental and behaviour disorders,Females,10,1981,3
046-049  V.Mental and behaviour disorders,Females,10,1980,0
046-049  V.Mental and behaviour disorders,Females,15,2021,2.015151515151515
046-049  V.Mental and behaviour disorders,Females,15,2020,1.0073529411764706
046-049  V.Mental and behaviour disorders,Females,15,2019,0
046-049  V.Mental and behaviour disorders,Females,15,2018,3.0208333333333335
046-049  V.Mental and behaviour disorders,Females,15,2017,1
046-049  V.Mental and behaviour disorders,Females,15,2016,0
046-049  V.Mental and behaviour disorders,Females,15,2015,2
046-049  V.Mental and behaviour disorders,Females,15,2014,0
046-049  V.Mental and behaviour disorders,Females,15,2013,0
046-049  V.Mental and behaviour disorders,Females,15,2012,2.027027027027027
046-049  V.Mental and behaviour disorders,Females,15,2011,1.010928961748634
046-049  V.Mental and behaviour disorders,Females,15,2010,4.026490066225166
046-049  V.Mental and behaviour disorders,Females,15,2009,0
046-049  V.Mental and behaviour disorders,Females,15,2008,2.036529680365297
046-049  V.Mental and behaviour disorders,Females,15,2007,1.0101522842639594
046-049  V.Mental and behaviour disorders,Females,15,2006,0
046-049  V.Mental and behaviour disorders,Females,15,2005,0
046-049  V.Mental and behaviour disorders,Females,15,2004,2.007662835249042
046-049  V.Mental and behaviour disorders,Females,15,2003,2.013840830449827
046-049  V.Mental and behaviour disorders,Females,15,2002,4.030075187969925
046-049  V.Mental and behaviour disorders,Females,15,2001,2.00709219858156
046-049  V.Mental and behaviour disorders,Females,15,2000,0
046-049  V.Mental and behaviour disorders,Females,15,1999,1.0029411764705882
046-049  V.Mental and behaviour disorders,Females,15,1998,1.0052219321148825
046-049  V.Mental and behaviour disorders,Females,15,1997,3.054263565891473
046-049  V.Mental and behaviour disorders,Females,15,1996,1.0078534031413613
046-049  V.Mental and behaviour disorders,Females,15,1995,1.0133333333333334
046-049  V.Mental and behaviour disorders,Females,15,1994,2.016348773841962
046-049  V.Mental and behaviour disorders,Females,15,1993,3.026143790849673
046-049  V.Mental and behaviour disorders,Females,15,1992,3.031578947368421
046-049  V.Mental and behaviour disorders,Females,15,1991,5.009225092250922
046-049  V.Mental and behaviour disorders,Females,15,1990,1.0070175438596491
046-049  V.Mental and behaviour disorders,Females,15,1989,8.02725724020443
046-049  V.Mental and behaviour disorders,Females,15,1988,3.0166358595194085
046-049  V.Mental and behaviour disorders,Females,15,1987,0
046-049  V.Mental and behaviour disorders,Females,15,1986,1.005607476635514
046-049  V.Mental and behaviour disorders,Females,15,1985,4.01670146137787
046-049  V.Mental and behaviour disorders,Females,15,1984,1.0057581573896353
046-049  V.Mental and behaviour disorders,Females,15,1983,2.0106951871657754
046-049  V.Mental and behaviour disorders,Females,15,1982,4.061538461538461
046-049  V.Mental and behaviour disorders,Females,15,1981,1.0019685039370079
046-049  V.Mental and behaviour disorders,Females,15,1980,4.031067961165048
046-049  V.Mental and behaviour disorders,Females,20,2021,3.0320855614973263
046-049  V.Mental and behaviour disorders,Females,20,2020,2.0405405405405403
046-049  V.Mental and behaviour disorders,Females,20,2019,1.0124223602484472
046-049  V.Mental and behaviour disorders,Females,20,2018,0
046-049  V.Mental and behaviour disorders,Females,20,2017,1.0108108108108107
046-049  V.Mental and behaviour disorders,Females,20,2016,1
046-049  V.Mental and behaviour disorders,Females,20,2015,1.005813953488372
046-049  V.Mental and behaviour disorders,Females,20,2014,2
046-049  V.Mental and behaviour disorders,Females,20,2013,1.0058479532163742
046-049  V.Mental and behaviour disorders,Females,20,2012,3.0157894736842104
046-049  V.Mental and behaviour disorders,Females,20,2011,0
046-049  V.Mental and behaviour disorders,Females,20,2010,2.0368663594470044
046-049  V.Mental and behaviour disorders,Females,20,2009,1.00355871886121
046-049  V.Mental and behaviour disorders,Females,20,2008,1.0077220077220077
046-049  V.Mental and behaviour disorders,Females,20,2007,2.021818181818182
046-049  V.Mental and behaviour disorders,Females,20,2006,0
046-049  V.Mental and behaviour disorders,Females,20,2005,4.0476190476190474
046-049  V.Mental and behaviour disorders,Females,20,2004,1.002717391304348
046-049  V.Mental and behaviour disorders,Females,20,2003,5.0245098039215685
046-049  V.Mental and behaviour disorders,Females,20,2002,3.0213270142180093
046-049  V.Mental and behaviour disorders,Females,20,2001,3.0074441687344913
046-049  V.Mental and behaviour disorders,Females,20,2000,3.026143790849673
046-049  V.Mental and behaviour disorders,Females,20,1999,2.0043290043290045
046-049  V.Mental and behaviour disorders,Females,20,1998,0
046-049  V.Mental and behaviour disorders,Females,20,1997,0
046-049  V.Mental and behaviour disorders,Females,20,1996,6.0458015267175576
046-049  V.Mental and behaviour disorders,Females,20,1995,6.032727272727273
046-049  V.Mental and behaviour disorders,Females,20,1994,6.069230769230769
046-049  V.Mental and behaviour disorders,Females,20,1993,2.0169779286926994
046-049  V.Mental and behaviour disorders,Females,20,1992,3.017699115044248
046-049  V.Mental and behaviour disorders,Females,20,1991,5.02808988764045
046-049  V.Mental and behaviour disorders,Females,20,1990,8.068376068376068
046-049  V.Mental and behaviour disorders,Females,20,1989,5.014388489208633
046-049  V.Mental and behaviour disorders,Females,20,1988,4.034042553191489
046-049  V.Mental and behaviour disorders,Females,20,1987,3.0123456790123457
046-049  V.Mental and behaviour disorders,Females,20,1986,6.028662420382165
046-049  V.Mental and behaviour disorders,Females,20,1985,4.020408163265306
046-049  V.Mental and behaviour disorders,Females,20,1984,8.070175438596491
046-049  V.Mental and behaviour disorders,Females,20,1983,2.0255009107468123
046-049  V.Mental and behaviour disorders,Females,20,1982,2.0293577981651376
046-049  V.Mental and behaviour disorders,Females,20,1981,3.0486486486486486
046-049  V.Mental and behaviour disorders,Females,20,1980,1.0129390018484288
046-049  V.Mental and behaviour disorders,Females,25,2021,4.057971014492754
046-049  V.Mental and behaviour disorders,Females,25,2020,0
046-049  V.Mental and behaviour disorders,Females,25,2019,0
046-049  V.Mental and behaviour disorders,Females,25,2018,3.026431718061674
046-049  V.Mental and behaviour disorders,Females,25,2017,1.0040322580645162
046-049  V.Mental and behaviour disorders,Females,25,2016,0
