cause,sex,age,year,deaths,pop,mxc
009-041  II.Tumours,Males,15,2017,42,1154658.086455,3.6374404243724874e-05
009-041  II.Tumours,Males,15,2016,52,1134343.025826,4.584151250203607e-5
009-041  II.Tumours,Males,15,2015,57.2057761732852,1115879.893525,5.126517334457516e-5
009-041  II.Tumours,Males,15,2014,48.20253164556962,1104523.414301,4.364102292577898e-5
009-041  II.Tumours,Males,15,2013,47.36862745098039,1107763.936949,4.276057910085331e-5
009-041  II.Tumours,Males,15,2012,39.14028776978417,1123374.81878,3.4841699418090075e-5
009-041  II.Tumours,Males,15,2011,56.17834394904459,1140016.588147,4.92785320258872e-5
009-041  II.Tumours,Males,15,2010,56.31908831908832,1157537.71643,4.8654214475865086e-5
009-041  II.Tumours,Males,15,2009,63.14858490566038,1177352.566873,5.3636087169181974e-5
009-041  II.Tumours,Males,15,2008,76.14421252371916,1191981.049901,6.388038847601086e-5
009-041  II.Tumours,Males,15,2007,85.28911564625851,1190363.603001,7.164963329795868e-5
009-041  II.Tumours,Males,15,2006,67.23103448275862,1184814.96712,5.674391052484852e-5
009-041  II.Tumours,Males,15,2005,65.19174041297936,1192886.211804,5.465042664412223e-5
009-041  II.Tumours,Males,15,2004,62.093939393939394,1203677.87607,5.158684115444215e-5
009-041  II.Tumours,Males,15,2003,65.08783783783784,1223545.768217,5.319607940182446e-5
009-041  II.Tumours,Males,15,2002,73.10384068278805,1247538.9406,5.859844394727188e-5
009-041  II.Tumours,Males,15,2001,62.16358839050132,1286006.609375,4.833846726550873e-5
009-041  II.Tumours,Males,15,2000,88.10220673635308,1346769.75,6.541742323537715e-5
009-041  II.Tumours,Males,15,1999,84.18280739934711,1410324.109375,5.96903980012464e-5
009-041  II.Tumours,Males,15,1998,92.10087719298244,1478980.3125,6.227322731382365e-5
009-041  II.Tumours,Males,15,1997,114.46673490276356,1546882.734375,7.399832731924086e-5
009-041  II.Tumours,Males,15,1996,120.49079754601227,1606719.25,7.499181798314315e-5
009-041  II.Tumours,Males,15,1995,102.19596541786744,1657736,6.1647913430044e-5
009-041  II.Tumours,Males,15,1994,113.21984435797664,1693896.5625,6.683988081945035e-5
009-041  II.Tumours,Males,15,1993,120,1710374.03125,7.016009235845325e-5
009-041  II.Tumours,Males,15,1992,132.19909502262445,1714739.625,7.709572526069341e-5
009-041  II.Tumours,Males,15,1991,119.15647600262984,1711145.203125,6.963551414866422e-5
009-041  II.Tumours,Males,15,1990,121.07576706324356,1702295.921688,7.112498216125936e-5
009-041  II.Tumours,Males,15,1989,111,1692763.321619,6.557325444282246e-5
009-041  II.Tumours,Males,15,1988,121,1683712.0871410002,7.186501832713102e-5
009-041  II.Tumours,Males,15,1987,147,1677485.650968,8.76311519655462e-5
009-041  II.Tumours,Males,15,1986,137,1675781.89189,8.175288243835063e-5
009-041  II.Tumours,Males,15,1985,118.18611987381703,1678102.588378,7.042842356142954e-5
009-041  II.Tumours,Males,15,1984,139,1687270.93041,8.23815532495564e-5
009-041  II.Tumours,Males,15,1983,143.11145752143415,1697764.806827,8.429404175770326e-5
009-041  II.Tumours,Males,15,1982,137.11719418306245,1694826.820904,8.090336575504854e-5
009-041  II.Tumours,Males,15,1981,153,1677808.73979,9.119037013667599e-5
009-041  II.Tumours,Males,20,2021,57.22529644268775,1235830.371017,4.6305138459734913e-5
009-041  II.Tumours,Males,20,2020,68,1217067.749076,5.5871992378095404e-5
009-041  II.Tumours,Males,20,2019,49.35251798561151,1185561.718109,4.1627961861260155e-5
009-041  II.Tumours,Males,20,2018,60.27334851936219,1158416.580423,5.203080613483032e-5
009-041  II.Tumours,Males,20,2017,63.154791154791155,1150664.306336,5.48855046663363e-5
009-041  II.Tumours,Males,20,2016,50.125,1157128.678226,4.331843203199051e-5
009-041  II.Tumours,Males,20,2015,64.1576354679803,1171440.131874,5.47681727151901e-5
009-041  II.Tumours,Males,20,2014,76.16204690831556,1193077.086123,6.383665212765947e-5
009-041  II.Tumours,Males,20,2013,71.32794457274827,1223040.683789,5.832017325194215e-5
009-041  II.Tumours,Males,20,2012,77.1515748031496,1256985.860884,6.137823598818465e-5
009-041  II.Tumours,Males,20,2011,84.14432989690722,1288309.118393,6.531377345358422e-5
009-041  II.Tumours,Males,20,2010,76.25719120135363,1327179.3952,5.745808854262842e-5
009-041  II.Tumours,Males,20,2009,69.21664050235479,1378811.2433039998,5.02002292471109e-5
009-041  II.Tumours,Males,20,2008,69,1426683.923557,4.8363900973923924e-5
009-041  II.Tumours,Males,20,2007,72,1449065.949256,4.9687179549672846e-5
009-041  II.Tumours,Males,20,2006,89.09156378600824,1468584.083428,6.066493896491702e-5
009-041  II.Tumours,Males,20,2005,75.13786764705883,1516171.462638,4.9557632166698214e-5
009-041  II.Tumours,Males,20,2004,97,1541264.952569,6.293531805697597e-5
009-041  II.Tumours,Males,20,2003,114.34234234234236,1589771.810126,7.192374503940912e-5
009-041  II.Tumours,Males,20,2002,130.0935251798561,1624397.843046,8.008723093100789e-5
009-041  II.Tumours,Males,20,2001,110.1585014409222,1649878.765625,6.676763392320673e-5
009-041  II.Tumours,Males,20,2000,112.1463096015676,1701280.5,6.591876507228972e-5
009-041  II.Tumours,Males,20,1999,120.07792207792208,1737372.40625,6.911467089379076e-5
009-041  II.Tumours,Males,20,1998,110.27060270602706,1753119.8125,6.289963864407988e-5
009-041  II.Tumours,Males,20,1997,111,1754100.09375,6.328031130920177e-5
009-041  II.Tumours,Males,20,1996,128,1745826.25,7.331771990483017e-5
009-041  II.Tumours,Males,20,1995,119.13303521520402,1728522.890625,6.89218730404709e-5
009-041  II.Tumours,Males,20,1994,136.36266666666666,1708922.375,7.979453523549696e-5
009-041  II.Tumours,Males,20,1993,136,1690625.09375,8.044361845968844e-5
009-041  II.Tumours,Males,20,1992,106,1674073.6875,6.33185986922096e-5
009-041  II.Tumours,Males,20,1991,136.15303825956488,1657385.421875,8.214929156643296e-5
009-041  II.Tumours,Males,20,1990,126.04776345716452,1649134.2162780005,7.643268947608579e-5
009-041  II.Tumours,Males,20,1989,128,1652177.4826100003,7.747351682689326e-5
009-041  II.Tumours,Males,20,1988,140.0568874441284,1656525.954552,8.454856204290875e-5
009-041  II.Tumours,Males,20,1987,161,1648938.597304,9.763856596190638e-5
009-041  II.Tumours,Males,20,1986,148,1631146.3054149998,9.073373707108727e-5
009-041  II.Tumours,Males,20,1985,148,1609980.7279440002,9.192656621983358e-5
009-041  II.Tumours,Males,20,1984,148.16228070175438,1580792.730294,9.372657013307416e-5
009-041  II.Tumours,Males,20,1983,136,1549606.913345,8.776419286000007e-5
009-041  II.Tumours,Males,20,1982,144,1524800.725014,9.443856999653372e-5
009-041  II.Tumours,Males,20,1981,144,1494005.846945,9.638516495397704e-5
009-041  II.Tumours,Males,25,2021,62.31365935919056,1275673.951768,4.884763796644741e-5
009-041  II.Tumours,Males,25,2020,77.26643598615917,1286450.930418,6.0061704771788977e-5
009-041  II.Tumours,Males,25,2019,56.208955223880594,1279118.738951,4.3943500718297136e-5
009-041  II.Tumours,Males,25,2018,87.14548494983278,1265492.089228,6.88629235153852e-5
009-041  II.Tumours,Males,25,2017,84.28816466552315,1260861.401175,6.684966689199526e-5
009-041  II.Tumours,Males,25,2016,77.29166666666667,1272633.406127,6.073364591448851e-5
009-041  II.Tumours,Males,25,2015,89,1301374.27892,6.838924162068147e-5
009-041  II.Tumours,Males,25,2014,78,1347887.60939,5.7868326303036256e-5
009-041  II.Tumours,Males,25,2013,99,1414300.9828760002,6.999924429005356e-5
009-041  II.Tumours,Males,25,2012,97,1502349.604895,6.456553100819658e-5
009-041  II.Tumours,Males,25,2011,110.1490514905149,1593239.348256,6.913528190920393e-5
009-041  II.Tumours,Males,25,2010,103,1688844.003724,6.098846297993122e-5
009-041  II.Tumours,Males,25,2009,139.1340405014465,1788166.783566,7.780820099117513e-5
009-041  II.Tumours,Males,25,2008,121.10404127257094,1873174.935277,6.465175194897768e-5
009-041  II.Tumours,Males,25,2007,153,1913537.978137,7.995660485869173e-5
009-041  II.Tumours,Males,25,2006,133,1926751.316509,6.902810905611687e-5
009-041  II.Tumours,Males,25,2005,124.08800567778566,1948088.31412,6.369732048510301e-5
009-041  II.Tumours,Males,25,2004,155.1993569131833,1919755.267756,8.08433030604967e-5
009-041  II.Tumours,Males,25,2003,151.1885143570537,1893397.880614,7.985036632027156e-5
009-041  II.Tumours,Males,25,2002,146.08864602307224,1840134.602391,7.939019560484884e-5
009-041  II.Tumours,Males,25,2001,148.09203980099502,1780521.7968749998,8.317339336194137e-5
009-041  II.Tumours,Males,25,2000,141.23460898502495,1759905.1875,8.025126011796868e-5
009-041  II.Tumours,Males,25,1999,152.0841638981174,1737606.4375,8.752509234307978e-5
009-041  II.Tumours,Males,25,1998,135,1717210.4375,7.861587435756545e-5
009-041  II.Tumours,Males,25,1997,155.1497584541063,1699776.015625,9.127658999062792e-5
009-041  II.Tumours,Males,25,1996,118,1683344.75,7.009853448023644e-5
009-041  II.Tumours,Males,25,1995,161.1731803513804,1667783.703125,9.663913854619343e-5
009-041  II.Tumours,Males,25,1994,171.23849372384936,1657282.28125,1.0332488053555563e-4
009-041  II.Tumours,Males,25,1993,168.05785123966942,1645064.28125,1.0215883546627787e-4
009-041  II.Tumours,Males,25,1992,175.11150047785918,1619309.0625,1.0813964087097127e-4
009-041  II.Tumours,Males,25,1991,164.1543287327478,1585478.828125,1.0353612159354915e-4
009-041  II.Tumours,Males,25,1990,193.13273727647868,1564148.409169,1.2347468829961356e-4
009-041  II.Tumours,Males,25,1989,182,1542433.932569,1.1799532943162759e-4
009-041  II.Tumours,Males,25,1988,185,1517277.991595,1.2192887593757519e-4
009-041  II.Tumours,Males,25,1987,199.095949855352,1497877.306739,1.3291873036570665e-4
009-041  II.Tumours,Males,25,1986,164,1472802.064045,1.1135236974721482e-4
009-041  II.Tumours,Males,25,1985,174.10034602076124,1437579.334881,1.2110660037776136e-4
009-041  II.Tumours,Males,25,1984,184,1397607.295663,1.3165357720368344e-4
009-041  II.Tumours,Males,25,1983,180.1145767027371,1356226.435421,1.3280568200016386e-4
009-041  II.Tumours,Males,25,1982,180.1277501774308,1319617.969548,1.364999222003083e-4
009-041  II.Tumours,Males,25,1981,164.23098591549297,1289446.76787,1.2736546401739514e-4
009-041  II.Tumours,Males,30,2021,113,1364152.333486,8.283532361172309e-5
009-041  II.Tumours,Males,30,2020,131.15466351829988,1380722.047497,9.498991035600512e-5
009-041  II.Tumours,Males,30,2019,107.14420485175202,1390590.298372,7.704944078582204e-5
009-041  II.Tumours,Males,30,2018,131.1694695989651,1404590.870874,9.338624671349709e-5
009-041  II.Tumours,Males,30,2017,117,1445368.813294,8.094819739008802e-5
009-041  II.Tumours,Males,30,2016,155.18408551068885,1512846.22204,1.0257756753454466e-4
009-041  II.Tumours,Males,30,2015,148.1800486618005,1596216.149383,9.283206959099987e-5
009-041  II.Tumours,Males,30,2014,156.68421052631578,1692920.4904399998,9.255261036245869e-5
009-041  II.Tumours,Males,30,2013,171.17720207253885,1807530.981828,9.470222297347467e-5
009-041  II.Tumours,Males,30,2012,187.16726296958856,1928870.03303,9.703466784414371e-5
009-041  II.Tumours,Males,30,2011,192.81287044877223,2023828.007161,9.527137176011693e-5
009-041  II.Tumours,Males,30,2010,193.15184893784425,2092404.742414,9.231094014583701e-5
009-041  II.Tumours,Males,30,2009,194,2138702.60656,9.070919884089898e-5
009-041  II.Tumours,Males,30,2008,193,2144991.312781,8.997705438245986e-5
009-041  II.Tumours,Males,30,2007,187.3462962962963,2098620.2840879997,8.927117388351729e-5
009-041  II.Tumours,Males,30,2006,212.12397660818712,2031098.787563,1.0443804009292065e-4
009-041  II.Tumours,Males,30,2005,194.312735088662,1973019.613074,9.848494855351148e-5
009-041  II.Tumours,Males,30,2004,213.1129973474801,1890678.348666,1.1271774360659791e-4
009-041  II.Tumours,Males,30,2003,215.1001397298556,1829016.826588,1.1760424322127276e-4
009-041  II.Tumours,Males,30,2002,208.4959465903672,1766067.658925,1.1805660192955349e-4
009-041  II.Tumours,Males,30,2001,223.30617848970252,1710774.578125,1.3052928266823143e-4
009-041  II.Tumours,Males,30,2000,209.47804208600184,1695289.9375,1.235647292255587e-4
009-041  II.Tumours,Males,30,1999,251.21039396479463,1684723.953125,1.4911071543728197e-4
009-041  II.Tumours,Males,30,1998,259,1672175.8125,1.5488801958735425e-4
009-041  II.Tumours,Males,30,1997,262,1646170.046875,1.591573121485029e-4
009-041  II.Tumours,Males,30,1996,257.2048352816153,1612580.75,1.5949888728463075e-4
009-041  II.Tumours,Males,30,1995,281.07236672675765,1581461.75,1.777294751053939e-4
009-041  II.Tumours,Males,30,1994,262.0720968629609,1546823.8749999998,1.6942594505981552e-4
009-041  II.Tumours,Males,30,1993,247.07254038179147,1510414.609375,1.635792840245557e-4
009-041  II.Tumours,Males,30,1992,287.08587672052664,1482366.8125,1.9366723155138542e-4
009-041  II.Tumours,Males,30,1991,263.3444662737394,1451582.78125,1.8141884133329676e-4
009-041  II.Tumours,Males,30,1990,260.0961894191639,1415845.745281,1.837037617170246e-4
009-041  II.Tumours,Males,30,1989,284.2356846473029,1376932.198913,2.0642678330253937e-4
009-041  II.Tumours,Males,30,1988,270.1289398280802,1339069.2601460002,2.0172887830957134e-4
009-041  II.Tumours,Males,30,1987,250,1306414.179423,1.9136350778925008e-4
009-041  II.Tumours,Males,30,1986,250,1278495.870695,1.9554228193486312e-4
009-041  II.Tumours,Males,30,1985,204.2600382409178,1254555.9220959998,1.628146140346286e-4
009-041  II.Tumours,Males,30,1984,217.13937058445728,1242125.131209,1.7481279875008131e-4
009-041  II.Tumours,Males,30,1983,218.27823867262285,1245546.905489,1.7524690375825478e-4
009-041  II.Tumours,Males,30,1982,252.17084745762713,1244812.065655,2.0257744475262528e-4
009-041  II.Tumours,Males,30,1981,231.29825693996128,1234947.125844,1.8729405664383007e-4
009-041  II.Tumours,Males,35,2021,220.54410552349543,1553261.746113,1.4198772748727105e-4
009-041  II.Tumours,Males,35,2020,216.86746987951807,1622981.8288880002,1.336228576435182e-4
009-041  II.Tumours,Males,35,2019,233.76143790849673,1686116.216498,1.3863898325704407e-4
009-041  II.Tumours,Males,35,2018,265.4186413902054,1753869.866237,1.5133314420851074e-4
009-041  II.Tumours,Males,35,2017,284,1833912.705749,1.5486015179986976e-4
009-041  II.Tumours,Males,35,2016,265.60502283105023,1913107.062342,1.3883437475051716e-4
009-041  II.Tumours,Males,35,2015,320.4432132963989,1981236.434211,1.617390068964742e-4
009-041  II.Tumours,Males,35,2014,291.2191265060241,2036663.17738,1.4298835945993467e-4
009-041  II.Tumours,Males,35,2013,280.37533512064346,2077393.677402,1.3496495063529913e-4
009-041  II.Tumours,Males,35,2012,346.4049151550614,2101565.640107,1.648318322988115e-4
009-041  II.Tumours,Males,35,2011,347.1953828828829,2100191.043536,1.6531609538641075e-4
009-041  II.Tumours,Males,35,2010,317.1693376068376,2078650.79873,1.5258423290752808e-4
009-041  II.Tumours,Males,35,2009,341.16897918731416,2052034.823244,1.6625886428572902e-4
009-041  II.Tumours,Males,35,2008,374.67205750224616,2017863.286034,1.85677622510613e-4
009-041  II.Tumours,Males,35,2007,347.14543168482817,1964254.097974,1.767314279974704e-4
009-041  II.Tumours,Males,35,2006,375.60655074807926,1903169.613467,1.9735842149341468e-4
009-041  II.Tumours,Males,35,2005,435.491710625471,1855573.329821,2.3469388335489882e-4
009-041  II.Tumours,Males,35,2004,413.4379639448569,1801366.735946,2.2951348867210935e-4
009-041  II.Tumours,Males,35,2003,426.4640522875817,1759239.325121,2.424138922987352e-4
009-041  II.Tumours,Males,35,2002,431.30578219226675,1702503.055605,2.53336274946654e-4
009-041  II.Tumours,Males,35,2001,447.4573669849932,1642653.671875,2.7239909096251854e-4
009-041  II.Tumours,Males,35,2000,460.1567825494206,1610610.5,2.857033296066433e-4
009-041  II.Tumours,Males,35,1999,471.64432284541726,1574612.9375,2.9953032368338283e-4
009-041  II.Tumours,Males,35,1998,472,1536770.34375,3.0713762919723833e-4
009-041  II.Tumours,Males,35,1997,498.32066967160335,1506986.609375,3.306735883195899e-4
009-041  II.Tumours,Males,35,1996,519.1441266314913,1475038.5,3.519529331820771e-4
009-041  II.Tumours,Males,35,1995,506.1468369123622,1432164.96875,3.5341378120296393e-4
009-041  II.Tumours,Males,35,1994,506.47977243994944,1383023.78125,3.66211904167103e-4
009-041  II.Tumours,Males,35,1993,481,1336938.765625,3.5977713592225694e-4
009-041  II.Tumours,Males,35,1992,503.35737122557725,1298848.875,3.8754113809089395e-4
009-041  II.Tumours,Males,35,1991,495.1829944547135,1266213.703125,3.9107379207207115e-4
009-041  II.Tumours,Males,35,1990,482,1241609.196721,3.882058873862461e-4
009-041  II.Tumours,Males,35,1989,458,1230048.782809,3.7234295615015255e-4
009-041  II.Tumours,Males,35,1988,499.42127479949346,1233402.249739,4.049135429298721e-4
009-041  II.Tumours,Males,35,1987,483.212588028169,1231827.52778,3.9227292549551555e-4
009-041  II.Tumours,Males,35,1986,432,1221610.233169,3.536316152815301e-4
009-041  II.Tumours,Males,35,1985,410.1895515487748,1222221.556664,3.356098158408931e-4
009-041  II.Tumours,Males,35,1984,422,1222156.373828,3.452913301742434e-4
009-041  II.Tumours,Males,35,1983,408.19892735251096,1204886.185109,3.387862956662444e-4
009-041  II.Tumours,Males,35,1982,373,1174494.306652,3.1758348924080317e-4
009-041  II.Tumours,Males,35,1981,361.1852231913802,1138082.73871,3.1736288663931266e-4
009-041  II.Tumours,Males,40,2021,472.4288959563835,1913106.085117,2.469433867947219e-4
009-041  II.Tumours,Males,40,2020,502.22095070422534,1971621.232175,2.547248642429148e-4
009-041  II.Tumours,Males,40,2019,504,2003466.819805,2.5156393658121824e-4
009-041  II.Tumours,Males,40,2018,573.7739756866276,2012906.521149,2.850475020365616e-4
009-041  II.Tumours,Males,40,2017,512.2308385933273,2012848.372697,2.54480588573591e-4
009-041  II.Tumours,Males,40,2016,554.2068965517242,2005601.922916,2.763294601083885e-4
009-041  II.Tumours,Males,40,2015,599.0244111349036,1990337.880992,3.009661911455683e-4
009-041  II.Tumours,Males,40,2014,603.9788961038961,1975352.046655,3.057575975516138e-4
009-041  II.Tumours,Males,40,2013,642.5077105575326,1968433.77378,3.2640555101009046e-4
009-041  II.Tumours,Males,40,2012,686.9336626676077,1967835.245199,3.4908088181850844e-4
009-041  II.Tumours,Males,40,2011,683.7009921313719,1956378.452514,3.494727675275698e-4
009-041  II.Tumours,Males,40,2010,673.4321027287319,1934771.891019,3.48067958737012e-4
009-041  II.Tumours,Males,40,2009,721.4454742045103,1917456.033279,3.762513777021432e-4
009-041  II.Tumours,Males,40,2008,772.875283446712,1891564.384595,4.085905241931224e-4
009-041  II.Tumours,Males,40,2007,858.4524123385183,1836026.764801,4.6755985740303885e-4
009-041  II.Tumours,Males,40,2006,880,1772159.006436,4.965694369433437e-4
009-041  II.Tumours,Males,40,2005,877,1720050.59344,5.09868723248455e-4
009-041  II.Tumours,Males,40,2004,874.7307692307693,1657197.8575770005,5.27837255661022e-4
009-041  II.Tumours,Males,40,2003,970.2500644496004,1600379.524649,6.062624830584473e-4
009-041  II.Tumours,Males,40,2002,972.041007772715,1549759.8338839998,6.272204160412333e-4
009-041  II.Tumours,Males,40,2001,937.3261547180504,1498984.71875,6.253073450272959e-4
009-041  II.Tumours,Males,40,2000,1023.8351020408164,1453816.125,7.042397483662635e-4
009-041  II.Tumours,Males,40,1999,952.5435341136168,1402383.953125,6.792316269670785e-4
009-041  II.Tumours,Males,40,1998,988,1354211.90625,7.295756265619526e-4
009-041  II.Tumours,Males,40,1997,953.2828732561592,1314288.53125,7.25322370689415e-4
009-041  II.Tumours,Males,40,1996,983.3909348441928,1279758.75,7.684189968181056e-4
009-041  II.Tumours,Males,40,1995,958.84604062408,1249145.640625,7.676014785148104e-4
009-041  II.Tumours,Males,40,1994,979,1230905.5,7.953494399042006e-4
009-041  II.Tumours,Males,40,1993,978.2935174069628,1228311.28125,7.964540685577643e-4
009-041  II.Tumours,Males,40,1992,960.5717689100655,1220819.0625,7.868256635369057e-4
009-041  II.Tumours,Males,40,1991,903,1205231.203125,7.492338380043964e-4
009-041  II.Tumours,Males,40,1990,993,1205268.5654890002,8.238827664082662e-4
009-041  II.Tumours,Males,40,1989,929.2826285366596,1205512.343453,7.708611476136992e-4
009-041  II.Tumours,Males,40,1988,934.2954761151534,1188240.868734,0.00078628458311704905
009-041  II.Tumours,Males,40,1987,864,1158619.014352,7.457153639785753e-4
009-041  II.Tumours,Males,40,1986,741.2602739726027,1122678.16696,6.602607014081295e-4
009-041  II.Tumours,Males,40,1985,715.496011099549,1101438.279374,6.496015478109219e-4
009-041  II.Tumours,Males,40,1984,742,1062024.695766,6.98665485800989e-4
009-041  II.Tumours,Males,40,1983,635,1000178.394254,6.348867398536693e-4
009-041  II.Tumours,Males,40,1982,645.2487466255303,978307.587969,6.595561095105976e-4
009-041  II.Tumours,Males,40,1981,668,1003351.793393,6.657684816020984e-4
009-041  II.Tumours,Males,45,2021,1048.115312916112,1988727.917709,5.270280079959521e-4
009-041  II.Tumours,Males,45,2020,1094.8396009209516,1969109.162439,5.56007570227772e-4
009-041  II.Tumours,Males,45,2019,1124.8960935423863,1940321.967142,5.797471309358537e-4
009-041  II.Tumours,Males,45,2018,1111.172432004225,1912124.173663,5.811193892683154e-4
009-041  II.Tumours,Males,45,2017,1230.5760451397794,1895131.217879,6.493355359936607e-4
009-041  II.Tumours,Males,45,2016,1249.1746387643248,1881898.402327,6.637843133400287e-4
009-041  II.Tumours,Males,45,2015,1289.808,1867738.173388,6.905721681858338e-4
009-041  II.Tumours,Males,45,2014,1507.6750279955206,1860304.603502,8.104452492120599e-4
009-041  II.Tumours,Males,45,2013,1474.2938076416335,1854539.381651,7.949649504499314e-4
009-041  II.Tumours,Males,45,2012,1642.383934218849,1835513.279108,8.947818318247168e-4
009-041  II.Tumours,Males,45,2011,1531.3229957805906,1802776.955428,8.494245453770163e-4
009-041  II.Tumours,Males,45,2010,1651.003446178796,1767514.285999,9.340820944174988e-4
009-041  II.Tumours,Males,45,2009,1623.9409652971678,1728501.015177,9.395082508128436e-4
009-041  II.Tumours,Males,45,2008,1763.0064565134828,1683966.278419,0.0010469369126374015
009-041  II.Tumours,Males,45,2007,1788.1073746312684,1636409.425826,0.0010927017080268264
009-041  II.Tumours,Males,45,2006,1779.4150417827298,1582060.732881,0.001124745090248425
009-041  II.Tumours,Males,45,2005,1788.6309904153354,1522989.158105,0.00117442135480522
009-041  II.Tumours,Males,45,2004,1936.8764546159816,1452792.9089300002,0.001333208912784765
009-041  II.Tumours,Males,45,2003,1846.7547015535567,1390442.523917,0.0013281776627135113
009-041  II.Tumours,Males,45,2002,1817.3749484110608,1335782.141662,0.0013605324489140542
009-041  II.Tumours,Males,45,2001,1774.6848484848483,1288987.296875,0.001376805537794954
009-041  II.Tumours,Males,45,2000,1808.7859161051945,1255951.6875,0.0014401715719699565
009-041  II.Tumours,Males,45,1999,1809.7812567480023,1235708,0.001464570316569936
009-041  II.Tumours,Males,45,1998,1830.2168995342647,1231667.3125,0.0014859669335701923
009-041  II.Tumours,Males,45,1997,1867.1840101522844,1222305.921875,0.0015275913965041178
009-041  II.Tumours,Males,45,1996,1728.7343816404589,1205609.25,0.0014339093546606903
009-041  II.Tumours,Males,45,1995,1911.7843217730351,1201625.15625,0.001590998916616627
009-041  II.Tumours,Males,45,1994,1865.521322179147,1196687.96875,0.0015589037166704172
009-041  II.Tumours,Males,45,1993,1781.101485148515,1174649.359375,0.0015162835368132258
009-041  II.Tumours,Males,45,1992,1696.482615350973,1141330.1875,0.0014864082576024678
009-041  II.Tumours,Males,45,1991,1670.7343887423044,1102316.53125,0.0015156575642095583
009-041  II.Tumours,Males,45,1990,1501,1079493.856399,0.0013904664589820545
009-041  II.Tumours,Males,45,1989,1486.3431078272915,1040178.798941,0.0014289304005624117
009-041  II.Tumours,Males,45,1988,1372.3343079922026,979054.789304,0.0014016930645605451
009-041  II.Tumours,Males,45,1987,1334.6769855366658,956941.633369,0.0013947318613757185
009-041  II.Tumours,Males,45,1986,1314.3202534730683,981480.727843,0.0013391197770755516
009-041  II.Tumours,Males,45,1985,1444.3287047575689,999079.050386,0.001445660084854691
009-041  II.Tumours,Males,45,1984,1358.3027870680044,1031463.755693,0.001316869138223295
009-041  II.Tumours,Males,45,1983,1412.300937766411,1098815.567895,0.001285293891923969
009-041  II.Tumours,Males,45,1982,1402.582952182952,1147502.227113,0.0012222921394337593
009-041  II.Tumours,Males,45,1981,1450.2870718669571,1167164.637928,0.001242572833976163
009-041  II.Tumours,Males,50,2021,2106.892041949414,1854945.872217,0.0011358240008541554
009-041  II.Tumours,Males,50,2020,2314.0191387559807,1838240.253635,0.0012588230152071576
009-041  II.Tumours,Males,50,2019,2444.9613460663936,1822245.40767,0.0013417300083596448
009-041  II.Tumours,Males,50,2018,2545.427929277794,1802211.555997,0.001412391303788772
009-041  II.Tumours,Males,50,2017,2701.4365186182144,1774356.82038,0.0015224877474417288
009-041  II.Tumours,Males,50,2016,2760.817160367722,1741272.678053,0.001585516843608161
009-041  II.Tumours,Males,50,2015,2775.0173141277464,1711769.4443720002,0.0016211396477788058
009-041  II.Tumours,Males,50,2014,2840.671228844739,1679853.8543679998,0.0016910228359796606
009-041  II.Tumours,Males,50,2013,2956.287768739105,1648322.581888,0.0017935128725549297
009-041  II.Tumours,Males,50,2012,3083.111560109684,1624882.2584419998,0.00189743690294575
009-041  II.Tumours,Males,50,2011,3081.585222502099,1592200.225206,0.001935425691893368
009-041  II.Tumours,Males,50,2010,3082.1620103888813,1544517.794352,0.0019955496930237683
009-041  II.Tumours,Males,50,2009,3042.0772457688413,1489052.130873,0.0020429622191839147
009-041  II.Tumours,Males,50,2008,3089.071956769056,1434046.526857,0.002154094653776245
009-041  II.Tumours,Males,50,2007,3054.324703500145,1381016.476801,0.00221164971946983
009-041  II.Tumours,Males,50,2006,3038.881473959089,1331003.382979,0.0022831508265272644
009-041  II.Tumours,Males,50,2005,2987.194530216145,1287751.096991,0.002319698688043146
009-041  II.Tumours,Males,50,2004,3070.2857994337655,1255767.2181779998,0.0024449481997853564
009-041  II.Tumours,Males,50,2003,2928.7595431319505,1242149.693153,0.002357815293338566
009-041  II.Tumours,Males,50,2002,3024.906610703043,1223173.135212,0.002472999548161894
009-041  II.Tumours,Males,50,2001,3002.151628884552,1198421.296875,0.0025050886835146823
009-041  II.Tumours,Males,50,2000,2992.789143113504,1193143.875,0.0025083220941091483
009-041  II.Tumours,Males,50,1999,3058.361288407303,1186734.421875,0.00257712360241072
009-041  II.Tumours,Males,50,1998,2903.3299725022916,1163667.34375,0.002494982769857669
009-041  II.Tumours,Males,50,1997,2907.8936366430985,1129961.890625,0.002573443990252358
009-041  II.Tumours,Males,50,1996,2821.1788529911887,1090850.5,0.0025862195167818034
009-041  II.Tumours,Males,50,1995,2734.3247697527872,1065507.546875,0.0025662181162134597
009-041  II.Tumours,Males,50,1994,2593.295352323838,1022455.25,0.0025363411771066146
009-041  II.Tumours,Males,50,1993,2422.830732292917,958484.3125,0.0025277729647692248
009-041  II.Tumours,Males,50,1992,2360.810717966335,932536,0.0025316027670420605
009-041  II.Tumours,Males,50,1991,2351,952382.21875,0.0024685467176042866
009-041  II.Tumours,Males,50,1990,2582.8054905630947,968390.741211,0.0026671108888682922
009-041  II.Tumours,Males,50,1989,2545,1000143.688918,0.0025446343642414964
009-041  II.Tumours,Males,50,1988,2682.5119131538136,1066134.958395,0.0025161091398711553
009-041  II.Tumours,Males,50,1987,2757,1113902.519163,0.00247508193272751
009-041  II.Tumours,Males,50,1986,2646.408975895592,1133402.239003,0.0023349247820645845
