cause,sex,age,2020,2019,contrib
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,10,1.2327696562050164e-5,1.24067281329616e-5,2.6683630849788642e-5
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,15,2.023754275508546e-5,1.4023505416227168e-5,-0.0019433928588767913
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,20,2.2184467561890822e-5,1.8690105325463743e-5,-0.0010059496254797295
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,25,1.7160487077653996e-5,9.416464439635104e-6,-0.002037132380650064
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,30,2.0303186946321703e-5,1.6562029327793525e-5,-8.914938922686133e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,35,2.474497363768856e-5,2.5585735107523152e-5,1.7958630364489636e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,40,3.602682342877879e-5,3.5438570431084314e-5,-1.1117881875577496e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,45,5.5905697189264105e-5,5.9831554438219786e-5,6.459292665397243e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,50,1.0135977525044646e-4,9.725070085162044e-5,-5.765452675063898e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,55,1.5384624720730567e-4,1.5129647309801252e-4,-2.971477610600459e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,60,2.3420429489984191e-4,2.443404406912272e-4,9.47703475347339e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,65,4.566385936142981e-4,5.139084703684863e-4,0.0040993859519034
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,70,9.070965274986738e-4,9.04980336189952e-4,-1.0852365095104233e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,75,0.00199036746930949,0.00186368675517318,-0.00421538009614153
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,80,0.00398299647240219,0.00384663106866935,-0.002525233331297727
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,85,0.00720192390791469,0.0070547866018029,-0.0011963316086394116
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,90,0.00995231494777298,0.01017169265940077,5.290642609452334e-4
050-052  VI-VIII.Diseases of the nervous system and sensory organs,Males,95,0.01082767108242199,0.01028218220962229,0
053-061  IX.Diseases of the circulatory system,Females,0,1.4426654012220913e-4,1.1963417069797496e-4,-0.0020958635532224434
053-061  IX.Diseases of the circulatory system,Females,1,1.6733941661527304e-6,9.708375880781743e-6,0.0026467885832914817
053-061  IX.Diseases of the circulatory system,Females,5,2.7148356523503222e-6,8.818018624093147e-7,-7.136483338996413e-4
053-061  IX.Diseases of the circulatory system,Females,10,2.4438258117478157e-6,6.5614640988573614e-6,0.0015004984237094732
053-061  IX.Diseases of the circulatory system,Females,15,1.033434615050804e-5,4.3720476735496256e-6,-0.002024183351736042
053-061  IX.Diseases of the circulatory system,Females,20,7.053736412748362e-6,1.1630972371641294e-5,0.0014400030984376144
053-061  IX.Diseases of the circulatory system,Females,25,2.164041431365639e-5,1.6111653902004513e-5,-0.0016018034524876157
053-061  IX.Diseases of the circulatory system,Females,30,2.339773229522223e-5,2.6541696690570935e-5,8.327310022195888e-4
053-061  IX.Diseases of the circulatory system,Females,35,5.170429154731427e-5,3.624353360106942e-5,-0.0037112522970801365
053-061  IX.Diseases of the circulatory system,Females,40,7.880789322281356e-5,7.568965427658124e-5,-6.712615012816059e-4
053-061  IX.Diseases of the circulatory system,Females,45,1.4383854448542542e-4,1.282994317941098e-4,-0.002961346245427876
053-061  IX.Diseases of the circulatory system,Females,50,2.2725501241760632e-4,2.252829909214346e-4,-3.2738041169011467e-4
053-061  IX.Diseases of the circulatory system,Females,55,3.805367650244147e-4,3.9065091269732834e-4,0.0014329603141760572
053-061  IX.Diseases of the circulatory system,Females,60,6.727400831555328e-4,6.465908706334395e-4,-0.0030779072354789605
053-061  IX.Diseases of the circulatory system,Females,65,0.00106840241687316,0.00109232859201414,0.0022553577749988563
053-061  IX.Diseases of the circulatory system,Females,70,0.00211218280025263,0.00209268149736426,-0.0013958654749472998
053-061  IX.Diseases of the circulatory system,Females,75,0.00454257501293008,0.00456536704586928,0.0011414224515675642
053-061  IX.Diseases of the circulatory system,Females,80,0.01159850748765128,0.01172283686736819,0.0038158073030416517
053-061  IX.Diseases of the circulatory system,Females,85,0.02655466647212063,0.02636117530767467,-0.002930868009286769
053-061  IX.Diseases of the circulatory system,Females,90,0.05682617664833548,0.05604480746233815,-0.00396716217311166
053-061  IX.Diseases of the circulatory system,Females,95,0.10855543097279212,0.10265606213391484,0
053-061  IX.Diseases of the circulatory system,Males,0,8.601553829078801e-5,1.3597280065490242e-4,0.003981529290797425
053-061  IX.Diseases of the circulatory system,Males,1,1.1093416583956364e-5,1.209509543159366e-5,3.0847906538156167e-4
053-061  IX.Diseases of the circulatory system,Males,5,2.516150418796551e-6,5.033661527475501e-6,9.12683935226255e-4
053-061  IX.Diseases of the circulatory system,Males,10,3.852405175640677e-6,6.203364066480799e-6,7.937602458270021e-4
053-061  IX.Diseases of the circulatory system,Males,15,1.2952027363254695e-5,1.0723857082997245e-5,-6.96843287968818e-4
053-061  IX.Diseases of the circulatory system,Males,20,2.0541173668417428e-5,2.3787406777862944e-5,9.345187361873286e-4
053-061  IX.Diseases of the circulatory system,Males,25,3.354095201541462e-5,2.9034098688874896e-5,-0.0011855668914648732
053-061  IX.Diseases of the circulatory system,Males,30,6.671047139505703e-5,6.264767615295811e-5,-9.681380773116643e-4
053-061  IX.Diseases of the circulatory system,Males,35,1.3238560896163378e-4,1.0888812848085437e-4,-0.005019052152292147
053-061  IX.Diseases of the circulatory system,Males,40,2.2275740120047732e-4,1.9466256997356177e-4,-0.0053098754454197206
053-061  IX.Diseases of the circulatory system,Males,45,4.436879422384323e-4,4.074735172947726e-4,-0.005958432886998821
053-061  IX.Diseases of the circulatory system,Males,50,8.593783095158823e-4,8.664652838587879e-4,9.943751612979668e-4
053-061  IX.Diseases of the circulatory system,Males,55,0.00136366440131611,0.00130899013364555,-0.006371676677844107
053-061  IX.Diseases of the circulatory system,Males,60,0.00211756820937631,0.00201094344993664,-0.009969139864665522
053-061  IX.Diseases of the circulatory system,Males,65,0.00310855655690331,0.00304351874512147,-0.00465541584986795
053-061  IX.Diseases of the circulatory system,Males,70,0.00491572029826598,0.00496903969610487,0.0027343537872184243
053-061  IX.Diseases of the circulatory system,Males,75,0.00832788133566762,0.008355239905261,9.103735363282794e-4
053-061  IX.Diseases of the circulatory system,Males,80,0.0165560586478625,0.01667435836053311,0.002190690375584836
053-061  IX.Diseases of the circulatory system,Males,85,0.03236053476454377,0.0328991644800671,0.004379445101037049
053-061  IX.Diseases of the circulatory system,Males,90,0.06204874363332953,0.05996664813540679,-0.005021304651151581
053-061  IX.Diseases of the circulatory system,Males,95,0.09891139761787218,0.09792554485354564,0
062-067  X.Diseases of the respiratory system,Females,0,2.6230280022219843e-5,6.646342816554165e-5,0.003423267464469859
062-067  X.Diseases of the respiratory system,Females,1,8.366970830763651e-6,9.708375880781743e-6,4.418697761821022e-4
062-067  X.Diseases of the respiratory system,Females,5,1.809890434900215e-6,8.818018624093147e-7,-3.6132932584109767e-4
062-067  X.Diseases of the respiratory system,Females,10,3.2584344156637545e-6,3.2807320494286807e-6,8.125425779326179e-6
062-067  X.Diseases of the respiratory system,Females,15,3.4447820501693455e-6,5.246457208259551e-6,6.116635848059104e-4
062-067  X.Diseases of the respiratory system,Females,20,7.053736412748362e-6,1.0736282189207348e-5,0.001158532655097133
062-067  X.Diseases of the respiratory system,Females,25,5.610477785022029e-6,8.861409646102481e-6,9.418664386089404e-4
062-067  X.Diseases of the respiratory system,Females,30,1.2430045281836807e-5,1.1477490460787432e-5,-2.5229990905017985e-4
062-067  X.Diseases of the respiratory system,Females,35,1.9081345690080262e-5,1.841884494480577e-5,-1.5902890537233816e-4
062-067  X.Diseases of the respiratory system,Females,40,2.0088286507776008e-5,2.812791206224303e-5,0.0017306855608154592
062-067  X.Diseases of the respiratory system,Females,45,4.087498206600219e-5,4.890101293791891e-5,0.0015295504228731716
062-067  X.Diseases of the respiratory system,Females,50,7.810196130819885e-5,6.506960174672504e-5,-0.0021635358675382577
062-067  X.Diseases of the respiratory system,Females,55,1.3167964277521668e-4,1.4210893171181347e-4,0.0014776091505268596
062-067  X.Diseases of the respiratory system,Females,60,2.104771605194211e-4,2.404340002145353e-4,0.003526086056069744
062-067  X.Diseases of the respiratory system,Females,65,4.1349976921257304e-4,4.142769061808545e-4,7.32554156002152e-5
062-067  X.Diseases of the respiratory system,Females,70,6.878047494453242e-4,7.421276478724052e-4,0.003888327813129422
062-067  X.Diseases of the respiratory system,Females,75,0.0013135033509485,0.00149799441458394,0.0092392917620856
062-067  X.Diseases of the respiratory system,Females,80,0.00346564767952665,0.00382347198734579,0.010982027020361329
062-067  X.Diseases of the respiratory system,Females,85,0.00756240095524388,0.00879935999679152,0.01873658525116184
062-067  X.Diseases of the respiratory system,Females,90,0.01595027781433638,0.01956628141375124,0.018359148658220192
062-067  X.Diseases of the respiratory system,Females,95,0.03043748879760412,0.037287627949987,0
062-067  X.Diseases of the respiratory system,Males,0,1.2287934041541145e-5,1.2361163695900218e-4,0.008872355348472638
062-067  X.Diseases of the respiratory system,Males,1,1.2678190381664414e-5,4.535660786847623e-6,-0.002507590057874154
062-067  X.Diseases of the respiratory system,Males,5,8.387168062655171e-7,8.389435879125835e-7,8.221611835779186e-8
062-067  X.Diseases of the respiratory system,Males,10,3.0819241405125413e-6,3.8771025415505e-6,2.6847811137997724e-4
062-067  X.Diseases of the respiratory system,Males,15,8.095017102034185e-6,8.249120833074805e-6,4.819476841078085e-5
062-067  X.Diseases of the respiratory system,Males,20,1.8897879774944033e-5,1.2743253630998006e-5,-0.0017717807845514244
062-067  X.Diseases of the respiratory system,Males,25,1.170033209840045e-5,2.275645572911816e-5,0.0029084092990530053
062-067  X.Diseases of the respiratory system,Males,30,2.610409750241362e-5,3.4564235118873437e-5,0.002015996592859892
062-067  X.Diseases of the respiratory system,Males,35,2.9693968365226268e-5,4.2841230877713186e-5,0.002808249857451983
062-067  X.Diseases of the respiratory system,Males,40,5.530878526389984e-5,5.4405692633636486e-5,-1.7068297522371267e-4
062-067  X.Diseases of the respiratory system,Males,45,9.402321800012598e-5,1.1037890215326752e-4,0.0026910339318959586
062-067  X.Diseases of the respiratory system,Males,50,1.553093330450389e-4,1.9834747461827673e-4,0.0060386925219404475
062-067  X.Diseases of the respiratory system,Males,55,2.873392943949678e-4,3.3812005323928307e-4,0.005917931608365734
062-067  X.Diseases of the respiratory system,Males,60,5.636192378746939e-4,5.708484632078229e-4,6.759139137813008e-4
062-067  X.Diseases of the respiratory system,Males,65,0.00101399373684819,0.00106254048603214,0.0034749832354350474
062-067  X.Diseases of the respiratory system,Males,70,0.00183862992265625,0.00212242945295363,0.014553958824407687
062-067  X.Diseases of the respiratory system,Males,75,0.00374709975780844,0.00401419716987551,0.008887833656785915
062-067  X.Diseases of the respiratory system,Males,80,0.00797935230048566,0.00914793353562693,0.02163994837266614
062-067  X.Diseases of the respiratory system,Males,85,0.016141769125414,0.01800541712521633,0.0151527922190553
062-067  X.Diseases of the respiratory system,Males,90,0.03028743353974023,0.0346019866046083,0.010405231610221222
062-067  X.Diseases of the respiratory system,Males,95,0.05018687774697321,0.05829834103614417,0
068-072  XI.Diseases of the digestive system,Females,0,6.55757000555496e-5,1.329268563310833e-5,-0.004448539338298474
068-072  XI.Diseases of the digestive system,Females,1,3.3467883323054607e-6,3.236125293593915e-6,-3.645330851043127e-5
068-072  XI.Diseases of the digestive system,Females,5,9.049452174501076e-7,8.818018624093147e-7,-9.010317768343157e-6
068-072  XI.Diseases of the digestive system,Females,10,1.6292172078318773e-6,8.201830123571702e-7,-2.9481815792564703e-4
068-072  XI.Diseases of the digestive system,Females,15,3.4447820501693455e-6,1.7488190694198502e-6,-5.757746017280851e-4
068-072  XI.Diseases of the digestive system,Females,20,3.526868206374181e-6,1.7893803648678917e-6,-5.466154459980999e-4
068-072  XI.Diseases of the digestive system,Females,25,7.2134714378854655e-6,3.2223307804009023e-6,-0.001156321201918331
068-072  XI.Diseases of the digestive system,Females,30,8.774149610708336e-6,7.890774691791359e-6,-2.3397646697276286e-4
068-072  XI.Diseases of the digestive system,Females,35,1.1079491045853058e-5,1.485390721355304e-5,9.060235417308604e-4
068-072  XI.Diseases of the digestive system,Females,40,3.2965393243529855e-5,1.9433830152095183e-5,-0.002912931790049811
068-072  XI.Diseases of the digestive system,Females,45,4.604903042878728e-5,5.258173434184829e-5,0.0012449615747271991
068-072  XI.Diseases of the digestive system,Females,50,9.491557797871386e-5,9.514378742798448e-5,3.788564349349599e-5
068-072  XI.Diseases of the digestive system,Females,55,1.5430301752514375e-4,1.3616295130546146e-4,-0.00257006282984662
068-072  XI.Diseases of the digestive system,Females,60,2.170340814078766e-4,1.9356974593543095e-4,-0.0027618823268511505
068-072  XI.Diseases of the digestive system,Females,65,3.0447911442959706e-4,2.7407229357280245e-4,-0.002866244162703424
068-072  XI.Diseases of the digestive system,Females,70,4.944122159827025e-4,5.491913836592827e-4,0.003920986681976046
068-072  XI.Diseases of the digestive system,Females,75,9.823165138221894e-4,0.00101748553764414,0.001761260765846373
068-072  XI.Diseases of the digestive system,Females,80,0.00205289122576049,0.00216287557461116,0.003375542309598245
068-072  XI.Diseases of the digestive system,Females,85,0.00414222764616548,0.00430501146451343,0.0024657347377115
068-072  XI.Diseases of the digestive system,Females,90,0.00751809190999659,0.0076963659609375,9.05131765165379e-4
068-072  XI.Diseases of the digestive system,Females,95,0.01141405829910154,0.01246209082279107,0
068-072  XI.Diseases of the digestive system,Males,0,2.457586808308229e-5,3.708349108770067e-5,9.968413999956738e-4
068-072  XI.Diseases of the digestive system,Males,1,4.754321393124156e-6,6.04754771579683e-6,3.9826462177927624e-4
068-072  XI.Diseases of the digestive system,Males,5,2.516150418796551e-6,8.389435879125835e-7,-6.080448762730839e-4
068-072  XI.Diseases of the digestive system,Males,10,7.704810351281353e-7,2.3262615249302995e-6,5.252821343759706e-4
068-072  XI.Diseases of the digestive system,Males,15,8.095017102034185e-7,2.4747362499224416e-6,5.207894218557385e-4
068-072  XI.Diseases of the digestive system,Males,20,6.573175573893577e-6,4.247751210332668e-6,-6.694382577876468e-4
068-072  XI.Diseases of the digestive system,Males,25,9.36026567872036e-6,3.923526849847959e-6,-0.0014301813451709222
068-072  XI.Diseases of the digestive system,Males,30,1.522739020974128e-5,1.6562029327793525e-5,3.1803595123847117e-4
068-072  XI.Diseases of the digestive system,Males,35,3.031259270616848e-5,2.9155837680665923e-5,-2.4708239696735745e-4
068-072  XI.Diseases of the digestive system,Males,40,6.393492608487505e-5,4.5920401121968405e-5,-0.0034047146605189482
068-072  XI.Diseases of the digestive system,Males,45,1.301078043677419e-4,1.4081046863477587e-4,0.00176093108881048
068-072  XI.Diseases of the digestive system,Males,50,2.9971976552551374e-4,3.131802230814896e-4,0.0018886402018551962
068-072  XI.Diseases of the digestive system,Males,55,4.723139651617283e-4,4.747156544573268e-4,2.7989012606610686e-4
068-072  XI.Diseases of the digestive system,Males,60,6.129619824975092e-4,6.213022415216456e-4,7.797926968464708e-4
068-072  XI.Diseases of the digestive system,Males,65,8.390200701361776e-4,8.385736188783071e-4,-3.195704475444927e-5
068-072  XI.Diseases of the digestive system,Males,70,0.00118469934410387,0.00115652753061408,-0.0014447219591744442
068-072  XI.Diseases of the digestive system,Males,75,0.00168013058987254,0.00184100767511738,0.0053532857602647255
068-072  XI.Diseases of the digestive system,Males,80,0.00293905824987991,0.00311554621643687,0.0032682284768554837
068-072  XI.Diseases of the digestive system,Males,85,0.00506527065230197,0.00549478057751775,0.0034922231045868557
068-072  XI.Diseases of the digestive system,Males,90,0.00840547420808979,0.00912337780727433,0.0017313387700568228
068-072  XI.Diseases of the digestive system,Males,95,0.01213445897167982,0.01357900888635832,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,0,1.3115140011109923e-5,0,-0.0011159114850727292
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,1,0,1.6180626467969577e-6,5.330030475363401e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,5,0,0,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,10,8.146086039159386e-7,0,-2.96849514427322e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,15,0,8.744095347099251e-7,2.968595466654733e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,20,0,1.7893803648678917e-6,5.629408868088603e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,25,0,2.4167480853006767e-6,7.001850575107937e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,30,7.311791342256947e-7,2.869372615196858e-6,5.663359302161552e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,35,2.4621091213006794e-6,1.7824688656263649e-6,-1.6314313103293898e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,40,4.120674155441232e-6,2.5570829147493664e-06,-3.3659338545533046e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,45,4.13923869022807e-6,7.36144280785876e-6,6.140673702077493e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,50,1.3016993551366471e-5,1.0389264144435091e-5,-4.3623618542198983e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,55,2.0303028621729443e-5,1.843253925969129e-5,-2.650086898796644e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,60,2.360491519843975e-5,2.5809299458057465e-5,2.594682442946805e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,65,5.295288946601688e-5,3.722947340439802e-5,-0.0014821394751152184
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,70,8.072036179309428e-5,9.98529788471423e-5,0.0013694756573130462
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,75,2.2590213273122151e-4,2.3119828446992657e-4,2.6523068467554367e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,80,6.191467466830364e-4,5.778773010365126e-4,-0.0012666053063128402
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,85,0.00138979485235787,0.00144249172813923,7.982151942087512e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,90,0.00328212734925401,0.00329114188502241,4.57685379871009e-5
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Females,95,0.00699468753705387,0.00671878775230512,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,0,0,0,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,1,0,0,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,5,0,0,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,10,7.704810351281353e-7,0,-2.60139476807808e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,15,8.095017102034185e-7,0,-2.531654956356988e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,20,8.216469467366971e-7,1.6991004841330674e-6,2.525994723612257e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,25,7.800221398933634e-7,0,-2.0519159529897024e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,30,0,0,0
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,35,1.8558730228266415e-6,3.570102573142766e-6,3.6615872588185994e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,40,1.5222601448779773e-6,1.9965391792160177e-6,8.963793300154066e-5
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,45,2.5411680540574588e-6,6.189471148781356e-6,6.002627178816056e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,50,8.719120451651309e-6,8.241584817933937e-6,-6.700314544616504e-5
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,55,1.915595295966452e-5,1.9601162506625108e-5,5.188421182822367e-5
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,60,2.3628919960221444e-5,3.0272266988293637e-5,6.211358040815185e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,65,5.889357562502162e-5,5.2953406575131194e-5,-4.2519814839181436e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,70,8.113040062757534e-5,8.646934808329616e-5,2.737947498729909e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,75,1.9022755158891236e-4,2.081139111002263e-4,5.951798139847142e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,80,5.286487891017767e-4,5.098848200185504e-4,-3.4747376429322685e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,85,0.00126219284984071,0.0013403260315605,6.352786892591666e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,90,0.00305719938644932,0.00298541838322965,-1.7311131169606142e-4
074-076  XIII.Diseases of the osteomuscular system and of the conjunctive tissue,Males,95,0.00547606353593756,0.00538590496694501,0
077-080  XIV.Diseases of the genitourinary system,Females,0,0,0,0
077-080  XIV.Diseases of the genitourinary system,Females,1,0,0,0
077-080  XIV.Diseases of the genitourinary system,Females,5,9.049452174501076e-7,0,-3.5231900815801964e-4
077-080  XIV.Diseases of the genitourinary system,Females,10,0,8.201830123571702e-7,2.9888087087215354e-4
077-080  XIV.Diseases of the genitourinary system,Females,15,0,8.744095347099251e-7,2.968595466654733e-4
077-080  XIV.Diseases of the genitourinary system,Females,20,0,0,0
077-080  XIV.Diseases of the genitourinary system,Females,25,8.014968264317184e-7,8.055826951002256e-7,1.1837659741331663e-6
077-080  XIV.Diseases of the genitourinary system,Females,30,2.193537402677084e-6,2.869372615196858e-6,1.790061409963073e-4
077-080  XIV.Diseases of the genitourinary system,Females,35,2.4621091213006794e-6,1.7824688656263649e-6,-1.6314313103293898e-4
077-080  XIV.Diseases of the genitourinary system,Females,40,3.090505616580924e-6,2.0456663317994933e-6,-2.249219507888256e-4
077-080  XIV.Diseases of the genitourinary system,Females,45,1.2935120906962716e-5,6.835625464440278e-6,-0.0011624034323602928
077-080  XIV.Diseases of the genitourinary system,Females,50,1.78983661331289e-5,9.842460768412193e-6,-0.001337381778014901
077-080  XIV.Diseases of the genitourinary system,Females,55,2.6683980474272984e-5,2.378392162540812e-5,-4.1087686017249325e-4
077-080  XIV.Diseases of the genitourinary system,Females,60,4.3275677863806206e-5,4.4826678006099805e-5,1.8256131252769592e-4
077-080  XIV.Diseases of the genitourinary system,Females,65,9.500371345373618e-5,9.584609110493958e-5,7.940521102511866e-5
077-080  XIV.Diseases of the genitourinary system,Females,70,2.4132024827727144e-4,2.174764030823354e-4,-0.0017066962391254492
077-080  XIV.Diseases of the genitourinary system,Females,75,6.020649600845679e-4,4.9222860564565e-4,-0.005500592303306462
077-080  XIV.Diseases of the genitourinary system,Females,80,0.00169871829863248,0.00147864834899364,-0.006754192154829752
077-080  XIV.Diseases of the genitourinary system,Females,85,0.00398407857675924,0.00360703159605896,-0.005711242356767343
077-080  XIV.Diseases of the genitourinary system,Females,90,0.00852160814291684,0.00743743554348232,-0.005504553554672498
077-080  XIV.Diseases of the genitourinary system,Females,95,0.01591821315250744,0.01438017868030069,0
077-080  XIV.Diseases of the genitourinary system,Males,0,0,0,0
077-080  XIV.Diseases of the genitourinary system,Males,1,0,1.5118869289492077e-6,4.656037890100606e-4
077-080  XIV.Diseases of the genitourinary system,Males,5,0,0,0
077-080  XIV.Diseases of the genitourinary system,Males,10,7.704810351281353e-7,7.754205083100999e-7,1.6677268774856202e-6
077-080  XIV.Diseases of the genitourinary system,Males,15,0,0,0
077-080  XIV.Diseases of the genitourinary system,Males,20,8.216469467366971e-7,8.495502420665337e-7,8.032741746433203e-6
077-080  XIV.Diseases of the genitourinary system,Males,25,0,1.5694107399391836e-6,4.128471191506833e-4
077-080  XIV.Diseases of the genitourinary system,Males,30,2.900455278045958e-6,2.880352926572787e-6,-4.790261542098051e-6
077-080  XIV.Diseases of the genitourinary system,Males,35,1.8558730228266415e-6,2.380068382095177e-6,1.1196791291467889e-4
077-080  XIV.Diseases of the genitourinary system,Males,40,6.596460627804568e-6,4.49221315323604e-6,-3.9769920329035813e-4
077-080  XIV.Diseases of the genitourinary system,Males,45,9.148204994606852e-6,1.289473155996116e-5,6.164236249617261e-4
077-080  XIV.Diseases of the genitourinary system,Males,50,2.179780112912827e-5,2.142812052662823e-5,-5.186997873352084e-5
077-080  XIV.Diseases of the genitourinary system,Males,55,3.891052944931855e-5,4.103993399824632e-5,2.4815837284108966e-4
077-080  XIV.Diseases of the genitourinary system,Males,60,9.173580690438912e-5,8.721295965675073e-5,-4.2287454651557255e-4
077-080  XIV.Diseases of the genitourinary system,Males,65,1.8265543744571923e-4,1.7274963784346078e-4,-7.090585492903756e-4
077-080  XIV.Diseases of the genitourinary system,Males,70,4.164042249077963e-4,4.1465982830853385e-4,-8.945707645580114e-5
077-080  XIV.Diseases of the genitourinary system,Males,75,8.643224995012995e-4,8.511325338586178e-4,-4.3890436695903645e-4
077-080  XIV.Diseases of the genitourinary system,Males,80,0.00238178227003255,0.00206765792823699,-0.005816997834756421
077-080  XIV.Diseases of the genitourinary system,Males,85,0.00506252077681212,0.00475509857669805,-0.0024995625173005465
077-080  XIV.Diseases of the genitourinary system,Males,90,0.01076951382911505,0.01039199070803604,-9.104570815168245e-4
077-080  XIV.Diseases of the genitourinary system,Males,95,0.01879285440742208,0.01700640295623243,0
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,0,0.00108855662092212,0.00130268319204461,0.018219119259995864
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,1,8.366970830763651e-6,3.3979315582736106e-5,0.008436915488871932
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,5,1.809890434900215e-6,3.527207449637259e-6,6.685967454842512e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,10,5.70226022741157e-6,4.100915061785851e-6,-5.83542246658908e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,15,6.889564100338691e-6,6.120866742969476e-6,-2.6097056351659376e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,20,6.172019361154818e-6,2.684070547301837e-6,-0.0010973122523267875
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,25,4.007484132158592e-6,8.055826951002257e-6,0.0011728939257693582
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,30,4.387074805354168e-6,7.890774691791359e-6,9.280129006441484e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,35,8.001854644227208e-6,3.5649377312527298e-6,-0.0010650524471316203
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,40,6.181011233161848e-6,3.579916080649113e-6,-5.599362548167619e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,45,9.830691889291664e-6,6.835625464440278e-6,-5.707808990393914e-4
"083-085  XVII.Congenital malformations, deformations and chromosomal abnormalities",Females,50,1.2474618820059535e-5,1.7497708032732787e-5,8.338960896310255e-4
